# Date, Value
1978-12,0.978
1979-01,0.988
1979-02,1.029
1979-03,0.986
1979-04,1.014
1979-05,1.008
1979-06,0.987
1979-07,1.070
1979-08,1.024
1979-09,0.944
1979-10,1.010
1979-11,0.984
1979-12,1.029
1980-01,0.979
1980-02,0.999
1980-03,1.018
1980-04,1.028
1980-05,0.966
1980-06,0.992
1980-07,0.987
1980-08,0.982
1980-09,1.054
1980-10,1.013
1980-11,0.963
1980-12,1.029
1981-01,1.065
1981-02,1.032
1981-03,0.955
1981-04,0.986
1981-05,1.039
1981-06,0.979
1981-07,1.014
1981-08,1.024
1981-09,0.973
1981-10,0.999
1981-11,0.903
1981-12,0.970
1982-01,0.993
1982-02,0.963
1982-03,1.049
1982-04,0.957
1982-05,0.987
1982-06,1.004
1982-07,1.043
1982-08,0.957
1982-09,1.035
1982-10,1.000
1982-11,0.971
1982-12,1.014
1983-01,1.006
1983-02,0.982
1983-03,1.002
1983-04,0.988
1983-05,1.003
1983-06,1.020
1983-07,1.048
1983-08,0.963
1983-09,1.064
1983-10,0.941
1983-11,0.995
1983-12,1.018
1984-01,1.008
1984-02,0.981
1984-03,0.994
1984-04,0.985
1984-05,0.982
1984-06,1.025
1984-07,1.011
1984-08,0.979
1984-09,1.027
1984-10,1.009
1984-11,1.024
1984-12,1.019
1985-01,0.975
1985-02,0.983
1985-03,1.022
1985-04,1.018
1985-05,0.999
1985-06,1.004
1985-07,1.038
1985-08,0.982
1985-09,1.016
1985-10,0.994
1985-11,0.993
1985-12,1.033
1986-01,1.025
1986-02,1.024
1986-03,1.039
1986-04,1.001
1986-05,1.020
1986-06,0.991
1986-07,1.010
1986-08,0.996
1986-09,1.003
1986-10,1.018
1986-11,0.975
1986-12,1.063
1987-01,0.970
1987-02,0.964
1987-03,1.035
1987-04,1.024
1987-05,1.019
1987-06,1.019
1987-07,1.000
1987-08,0.973
1987-09,1.002
1987-10,0.980
1987-11,1.029
1987-12,0.996
1988-01,0.975
1988-02,0.990
1988-03,1.012
1988-04,0.983
1988-05,0.975
1988-06,1.007
1988-07,1.007
1988-08,0.985
1988-09,0.986
1988-10,1.007
1988-11,0.957
1988-12,0.958
1989-01,0.978
1989-02,0.994
1989-03,1.009
1989-04,1.044
1989-05,1.026
1989-06,0.995
1989-07,0.999
1989-08,0.970
1989-09,0.999
1989-10,0.991
1989-11,1.010
1989-12,0.975
1990-01,1.016
1990-02,1.046
1990-03,0.997
1990-04,1.012
1990-05,1.021
1990-06,0.988
1990-07,1.007
1990-08,1.000
1990-09,1.003
1990-10,0.977
1990-11,1.001
1990-12,1.015
1991-01,1.044
1991-02,1.029
1991-03,1.065
1991-04,0.977
1991-05,1.026
1991-06,1.006
1991-07,1.066
1991-08,0.976
1991-09,0.975
1991-10,0.982
1991-11,0.936
1991-12,0.984
1992-01,0.977
1992-02,1.005
1992-03,1.010
1992-04,1.056
1992-05,1.029
1992-06,0.983
1992-07,0.973
1992-08,1.015
1992-09,0.960
1992-10,1.055
1992-11,1.035
1992-12,0.986
1993-01,0.949
1993-02,1.041
1993-03,0.997
1993-04,1.037
1993-05,0.952
1993-06,0.982
1993-07,1.000
1993-08,1.001
1993-09,0.986
1993-10,1.019
1993-11,0.968
1993-12,0.996
1994-01,1.004
1994-02,1.015
1994-03,1.021
1994-04,0.966
1994-05,0.954
1994-06,1.038
1994-07,1.010
1994-08,0.978
1994-09,1.047
1994-10,1.003
1994-11,1.035
1994-12,1.002
1995-01,1.062
1995-02,1.053
1995-03,0.993
1995-04,1.029
1995-05,1.019
1995-06,1.041
1995-07,0.971
1995-08,1.021
1995-09,1.032
1995-10,0.947
1995-11,0.965
1995-12,0.939
1996-01,0.992
1996-02,1.022
1996-03,1.045
1996-04,1.002
1996-05,1.049
1996-06,0.959
1996-07,0.949
1996-08,0.998
1996-09,1.012
1996-10,0.999
1996-11,0.938
1996-12,0.997
1997-01,0.961
1997-02,1.020
1997-03,1.011
1997-04,0.972
1997-05,0.985
1997-06,0.968
1997-07,0.998
1997-08,1.029
1997-09,0.970
1997-10,1.015
1997-11,0.984
1997-12,0.976
1998-01,0.997
1998-02,0.969
1998-03,0.983
1998-04,0.964
1998-05,1.059
1998-06,1.001
1998-07,0.979
1998-08,1.006
1998-09,0.997
1998-10,0.993
1998-11,1.018
1998-12,1.023
1999-01,0.984
1999-02,0.983
1999-03,0.992
1999-04,0.931
1999-05,0.955
1999-06,1.041
1999-07,1.049
1999-08,0.993
1999-09,1.017
1999-10,1.009
1999-11,1.092
1999-12,1.034
2000-01,0.996
2000-02,0.971
2000-03,0.952
2000-04,1.006
2000-05,0.977
2000-06,0.957
2000-07,0.981
2000-08,0.968
2000-09,1.051
2000-10,1.026
2000-11,1.000
2000-12,1.044
2001-01,1.002
2001-02,0.974
2001-03,1.046
2001-04,1.016
2001-05,0.969
2001-06,0.994
2001-07,0.974
2001-08,0.959
2001-09,1.028
2001-10,1.057
2001-11,0.958
2001-12,1.017
2002-01,0.980
2002-02,0.985
2002-03,0.982
2002-04,0.974
2002-05,1.001
2002-06,0.975
2002-07,1.008
2002-08,0.998
2002-09,0.993
2002-10,0.973
2002-11,0.983
2002-12,1.023
2003-01,1.015
2003-02,0.971
2003-03,1.003
2003-04,1.023
2003-05,0.950
2003-06,1.016
2003-07,0.980
2003-08,1.017
2003-09,0.977
2003-10,0.946
2003-11,0.951
2003-12,1.001
2004-01,1.008
2004-02,0.973
2004-03,1.019
2004-04,0.950
2004-05,0.998
2004-06,0.964
2004-07,0.980
2004-08,1.001
2004-09,0.974
2004-10,0.988
2004-11,1.030
2004-12,0.983
2005-01,1.025
2005-02,0.966
2005-03,1.016
2005-04,1.043
2005-05,0.926
2005-06,0.976
2005-07,1.017
2005-08,0.994
2005-09,1.011
2005-10,0.982
2005-11,1.003
2005-12,0.995
2006-01,1.035
2006-02,1.008
2006-03,1.010
2006-04,0.988
2006-05,0.985
2006-06,0.987
2006-07,1.012
2006-08,0.987
2006-09,1.009
2006-10,1.062
2006-11,1.026
2006-12,0.990
2007-01,1.036
2007-02,0.988
2007-03,0.939
2007-04,0.970
2007-05,0.944
2007-06,0.989
2007-07,1.001
2007-08,1.050
2007-09,1.010
2007-10,0.993
2007-11,1.025
2007-12,0.934
2008-01,1.007
2008-02,1.023
2008-03,0.956
2008-04,1.034
2008-05,1.010
2008-06,0.988
2008-07,1.019
2008-08,1.068
2008-09,1.005
2008-10,1.007
2008-11,0.986
2008-12,0.975
2009-01,1.025
2009-02,0.974
2009-03,1.002
2009-04,0.986
2009-05,1.014
2009-06,1.010
2009-07,1.031
2009-08,0.985
2009-09,0.992
2009-10,0.971
2009-11,0.987
2009-12,1.011
